score;cup;title;category;region;province;municipality;value_eur;client;phase;status;source_url
100;F87H05000660005;Lavori di somma urgenza per la sistemazione della frana sulla S.P. Vicovaro stazione dal Km. 0+770 al Km. 0+800El;Infrastrutture / parcheggi;LAZIO;ROMA;VICOVARO;49995170.0;CITTA' METROPOLITANA DI ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F87H05000660005
100;E81D22000050003;RETE DI DISTRIBUZIONE IDRICA DEL SUB AMBITO 3 DELLA REGIONE UMBRIA;Sanità / RSA;UMBRIA;PERUGIA;BEVAGNA;49934475.0;soggetto privato;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/E81D22000050003
100;D91B21005300001;NUOVO PONTE SUL FIUME ARNO E RELATIVI COLLEGAMENTI VIARI TRA LO SVINCOLO DEL SGC FI-PI-LI DI LASTRA A SIGNA E SIGNA;Infrastrutture / parcheggi;TOSCANA;FIRENZE;SIGNA;49900000.0;REGIONE TOSCANA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/D91B21005300001
100;C38G05000120004;Nuovo stadio comunale di calcio in località Borgo Vecchio Isola d'Arbia.;Sport / impianti sportivi;TOSCANA;SIENA;SIENA;49750000.0;COMUNE DI SIENA - SI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/C38G05000120004
100;G64E07000110004;STRADA COMUNALE CASTELLO;Infrastrutture / parcheggi;LAZIO;FROSINONE;VEROLI;49719660.0;COMUNE DI VEROLI - FROSINONE -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/G64E07000110004
100;F17H09001320004;STRADE COMUNALI;Infrastrutture / parcheggi;LAZIO;RIETI;RIETI;49661330.0;COMUNE DI RIETI - RI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F17H09001320004
100;F91B16000460001;S.S. N. 318 DI VALFABBRICA;Infrastrutture / parcheggi;UMBRIA;PERUGIA;VALFABBRICA;49242696.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F91B16000460001
100;J86E07000630004;MANUTENZIONE STRAORDINARIA DELLA SCUOLA ELEMENTARE MAFFI NEL MUNICIPIO XIX (OP0713020001);Scuole / formazione;LAZIO;ROMA;ROMA;49228000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J86E07000630004
100;D22I07000010006;STRUTTURE PER IL CONFERIMENTO DELLA QUOTA DIFFERENZIATA DEI RIFIUTI - ECOCENTRI;Ambiente / rifiuti / depurazione;LAZIO;ROMA;SUBIACO;49093000.0;COMUNITA' MONTANA DELL'ANIENE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/D22I07000010006
100;H77H19004420005;AUTOSTRADA A14;Infrastrutture / parcheggi;MARCHE;TUTTE;TUTTI;49000000.0;AUTOSTRADE PER L'ITALIA S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H77H19004420005
100;D71E11000020002;EFFICIENTAMENTO DELLE RETI DI PUBBLICA ILLUMINAZIONE - CONFERIMENTO INCARICO PROFESSIONALE;Infrastrutture / parcheggi;LAZIO;FROSINONE;BOVILLE ERNICA;49000000.0;COMUNE DI BOVILLE ERNICA - FROSINONE -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/D71E11000020002
100;E67H12000680005;SSPP 2 LODOVICA E 39 DI VERGEMOLI;Infrastrutture / parcheggi;TOSCANA;LUCCA;BORGO A MOZZANO;48871000.0;AMMINISTRAZIONE PROVINCIALE DI LUCCA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/E67H12000680005
100;F82I14000710001;SSBAR - MUNICIPIO XII-VIA AURELIA ANTICA-MALAGROTTA;Edilizia pubblica;LAZIO;ROMA;ROMA;48800000.0;MINISTERO DELLA CULTURA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F82I14000710001
100;C67H04000140004;ASFALTATURA STRADE COMUNALI ESTERNE E REGIMENTAZIONE ACQUE METEORICHE;Infrastrutture / parcheggi;UMBRIA;TERNI;GIOVE;48500000.0;COMUNE DI GIOVE - TR -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/C67H04000140004
100;B85I17000320001;RIQUALIFICAZIONE DELLE AULE DELLA SAPIENZA UNIVERSITA DI ROMA;Riqualificazione urbana;LAZIO;ROMA;ROMA;48445697.0;"UNIVERSITA' DEGLI STUDI ""LA SAPIENZA""";programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B85I17000320001
100;F31B02000020001;S.S. N. 156 DEI MONTI LEPINI, VARIANTE DEL TRATTO PROSSEDI LATINA, TRA I KM. 0+000 (SV CONSOLARE SECONDA) E 9+200 (SV PONTINIA): COSTRUZIONE. LOTTO 1;Infrastrutture / parcheggi;LAZIO;TUTTE;TUTTI;48369436.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F31B02000020001
100;F97H00000040005;OPERE DI ADDUZIONE PRIMARIA DAL SERBATOIO SUL FIUME CHIASCIO PROGETTO ESECUTIVO - PRIMO STRALCIO;Scuole / formazione;UMBRIA;PERUGIA;TUTTI;48133783.0;ENTE ACQUE UMBRE TOSCANE;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F97H00000040005
100;C78I21001270001;EDIFICIO AD USO ABITATIVO;Residenziale pubblico / ERS;LAZIO;RIETI;AMATRICE;48017698.0;UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/C78I21001270001
100;B87H04000840004;manutenzione straordinaria per asfaltatura della strada comunale di accesso al cimitero di Cincelli e tratti di strada in Loc. Venere.;Infrastrutture / parcheggi;TOSCANA;AREZZO;AREZZO;47946000.0;COMUNE DI AREZZO - AR -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/B87H04000840004
100;B38B23000900001;AMM-ASO 3 - IMPIANTO IRRIGUO VALLE DELL'ASO: AMMODERNAMENTO DELL'IMPIANTO IRRIGUO CON TRASFORMAZIONE DELLA DISTRIBUZIONE DA PELO LIBERO A CONDOTTA IN PRESSIONE - LOTTO 3;Scuole / formazione;MARCHE;FERMO;PEDASO;47830018.0;CONSORZIO DI BONIFICA DELLE MARCHE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B38B23000900001
100;I57H03000110003;STRADA PROVINCIALE 129 TRISUNGO - TUFO;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;ARQUATA DEL TRONTO;47633000.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/I57H03000110003
100;F52E23000310005;ANELLO DEI SIBILLINI. INTERCONNESSIONE ATO3-ATO4. CACCAMO-MADDALENA. INTERC03;Ambiente / rifiuti / depurazione;MARCHE;FERMO;FALERONE;47606906.0;CICLI INTEGRATI IMPIANTI PRIMARI SPA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F52E23000310005
100;B46D08000000007;FIUME ARNO;Ambiente / rifiuti / depurazione;TOSCANA;FIRENZE;BAGNO A RIPOLI;47335000.0;REGIONE TOSCANA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B46D08000000007
100;I65F23000090005;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE OSPEDALE SANTA MARIA ALLE SCOTTE;Sanità / RSA;TOSCANA;SIENA;SIENA;47300400.0;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I65F23000090005
100;J81B05000730007;OPERE DI URBANIZZAZIONE COMPRENSORIO TOR PAGNOTTA DUE;Scuole / formazione;LAZIO;ROMA;ROMA;47123407.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J81B05000730007
100;F86G05000310007;completamento impianti di pubblica illuminazione via dell'Informatica, via Umbria, via Borbona e via Tavola d'Argento;Infrastrutture / parcheggi;LAZIO;RIETI;RIETI;47121000.0;COMUNE DI RIETI - RI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F86G05000310007
100;D84H23001260009;COMPLESSO MILITARE DEL CASTRO PRETORIO;Riqualificazione urbana;LAZIO;ROMA;ROMA;47119584.0;MINISTERO DELLA DIFESA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/D84H23001260009
100;B52I05000010001;Edificio Poste Italiane(sito in zona S.Lorenzo, Circonvallazione Tiburtina,4: acquisto e ristrutturazione.Accordo di programma MIUR-La Sapienza del 3.5.2001 modif. con nota MIUR prot. 894 del 14.12.2005.;Scuole / formazione;LAZIO;ROMA;ROMA;47000000.0;"UNIVERSITA' DEGLI STUDI ""LA SAPIENZA""";programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B52I05000010001
100;J87H22002720001;GIUBILEO 2025_MANUTENZIONE STRAORDINARIA DELLA VIABILITÀ PRINCIPALE;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;47000000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J87H22002720001
100;G19D11000010002;VIA ROMA E STRADA PROVINCIALE;Infrastrutture / parcheggi;LAZIO;ROMA;CASAPE;47000000.0;COMUNE DI CASAPE - ROMA -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/G19D11000010002
100;D72G18000050001;MINISTERO DELLINTERNO - LAVORI DI RIQUALIFICAZIONE E POTENZIAMENTO DEL COMPLESSO DEMANIALE PIAVE SEDE DELLISTITUTO PER ISPETTORI DELLA POLIZIA DI STATO IN NETTUNO.;Riqualificazione urbana;LAZIO;ROMA;NETTUNO;46990000.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/D72G18000050001
100;F77H22003820001;S.S. N. 4 VIA SALARIA - ADEGUAMENTO DELLA PIATTAFORMA STRADALE E MESSA IN SICUREZZA DAL KM 56+000 AL KM 57+900 - STRALCIO 1;Infrastrutture / parcheggi;LAZIO;RIETI;POGGIO SAN LORENZO;46575064.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F77H22003820001
100;H11B08000140004;SEGNALETICA STRADALE;Infrastrutture / parcheggi;TOSCANA;FIRENZE;FIRENZE;46552000.0;COMUNE DI FIRENZE - FI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H11B08000140004
100;H61B18000250005;LOTTO 14 VARIANTE DI VALICO (LOTTO 1 BRETELLA DI FIRENZUOLA) - RIQUALIFICA DELLA BRETELLA DI FIRENZUOLA;Infrastrutture / parcheggi;TOSCANA;FIRENZE;BARBERINO DI MUGELLO;46000000.0;AUTOSTRADE PER L'ITALIA S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H61B18000250005
100;H15G12000320007;NUOVO TEATRO DELL¿OPERA DI FIRENZE ¿ II STRALCIO FUNZIONALE ¿ 1° LOTTO;Cultura / centri civici;TOSCANA;FIRENZE;FIRENZE;46000000.0;COMUNE DI FIRENZE - FI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H15G12000320007
100;E86H11000050005;DELTA DUE DI BRANDONI E C. SNC;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;OSIMO;45880000.0;ISTITUTO NAZIONALE ASSICURAZIONE INFORTUNI SUL LAVORO - INAIL;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/E86H11000050005
100;F37H07001050003;S.P. Ostiense;Infrastrutture / parcheggi;LAZIO;ROMA;TUTTI;45717500.0;CITTA' METROPOLITANA DI ROMA CAPITALE;chiuso;CHIUSO D'UFFICIO;https://www.opencup.gov.it/portale/progetto/-/cup/F37H07001050003
100;I71B02000030019;SR69- tratto la Levane a Loc.Acquaviva in variante;Infrastrutture / parcheggi;TOSCANA;AREZZO;MONTEVARCHI;45500000.0;AMMINISTRAZIONE PROVINCIALE DI AREZZO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I71B02000030019
100;F83I23000080001;MIGLIORAMENTO SISMICO DELLE STRUTTURE E RIQUALIFICAZIONE ENERGETICA DEI PARAMENTI ESTERNI DELLA SEDE DELLA REGIONE LAZIO;Riqualificazione urbana;LAZIO;ROMA;ROMA;45211202.0;REGIONE LAZIO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F83I23000080001
100;B73B08000120007;PIANO TELEMATICO REGIONALE;Scuole / formazione;MARCHE;TUTTE;TUTTI;45204500.0;REGIONE MARCHE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B73B08000120007
100;F91B00000270011;E 78 GROSSETO FANO, TRONCO GROSSETO SIENA, TRA I KM. 11+050 E 20+350: ADEGUAMENTO A QUATTRO CORSIE DELL'ESTESA DI KM. 63+561, LOTTO 2;Infrastrutture / parcheggi;TOSCANA;GROSSETO;GROSSETO;45151474.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F91B00000270011
100;F85J05000020004;risanamento copertura scuola media A.Maria Ricci;Scuole / formazione;LAZIO;RIETI;RIETI;45148000.0;COMUNE DI RIETI - RI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F85J05000020004
100;H71B09000170001;AREA CITTÀ FUTURA;Infrastrutture / parcheggi;TOSCANA;LIVORNO;PIOMBINO;45074344.0;COMUNE DI PIOMBINO - LIVORNO -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H71B09000170001
100;H18G21000010001;ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA DI PROPRIETA' DEI COMUNI DELLA PROVINCIA DI PISA IN GESTIONE AD APES;Riqualificazione urbana;TOSCANA;PISA;TUTTI;45000000.0;soggetto privato;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H18G21000010001
100;E11B03000300002;BRETELLA DEL CUOIO;Infrastrutture / parcheggi;TOSCANA;PISA;MONTOPOLI IN VAL D'ARNO;45000000.0;AMMINISTRAZIONE PROVINCIALE DI PISA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/E11B03000300002
100;H21B04000080004;MANUTENZIONE STRAORDINARIA BENI CULTURALI PER L'ANNO 2004;Riqualificazione urbana;TOSCANA;FIRENZE;FIRENZE;45000000.0;COMUNE DI FIRENZE - FI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H21B04000080004
100;G31B21006920002;MESSA IN SICUREZZA E AMMODERNAMENTO DEL SISTEMA IDRICO DEL PESCHIERA DL 77/2021 - RADDOPPIO VIII SIFONE -TRATTO CASA VALERIA - USCITA GALLERIA RIPOLI - FASE 1;Ambiente / rifiuti / depurazione;LAZIO;ROMA;TIVOLI;45000000.0;ACEA ATO 2 S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G31B21006920002
100;C22B22000610005;TORRENTE AMBRA;Ambiente / rifiuti / depurazione;TOSCANA;SIENA;CASTELNUOVO BERARDENGA;45000000.0;CONSORZIO 2 ALTO VALDARNO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/C22B22000610005
100;H59J05000000007;Rifacimento Segnaletica Sstradale;Infrastrutture / parcheggi;TOSCANA;LIVORNO;MARCIANA;45000000.0;COMUNE DI MARCIANA - LIVORNO -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H59J05000000007
100;E31B16000650007;IMPIANTO DI DIGESTIONE ANEROBICA E COMPOSTAGGIO FORSU PER LA PRODUZIONE CONGIUNTA DI COMPOST E BIOMETANO;Ambiente / rifiuti / depurazione;TOSCANA;LIVORNO;ROSIGNANO MARITTIMO;44900701.0;soggetto privato;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/E31B16000650007
100;F33G04000020002;PROGETTO DIRADAMENTO DI FAGGETA;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;SANTA FIORA;44800000.0;COMUNITA' MONTANA DEL MONTE AMIATA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F33G04000020002
100;F41B03000160002;EX S.S. N°71 UMBRO-CASENTINESE. LAVORI DI COSTRUZIONE MURO DI CONTENIMENTO AL KM 63+000.;Infrastrutture / parcheggi;UMBRIA;TERNI;MONTELEONE D'ORVIETO;44746700.0;AMMINISTRAZIONE PROVINCIALE DI TERNI;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F41B03000160002
100;F81B16000600001;A 90 G.R.A. GRANDE RACCORDO ANULARE DI ROMA;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;44700000.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F81B16000600001
100;F85J05000030004;RISANAMENTO LASTRICO SOLARE SCUOLA MEDIA GIOVANNI PASCOLI;Scuole / formazione;LAZIO;RIETI;RIETI;44476000.0;COMUNE DI RIETI - RI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F85J05000030004
100;F84E93000000041;OPERE DI ADDUZIONE DALLA DIGA DI MONTEDOGLIO PER LA VALDICHIANA - PROGETTO ESECUTIVO - SECONDO LOTTO - SECONDO STRALCIO;Ambiente / rifiuti / depurazione;TOSCANA;AREZZO;TUTTI;44345162.0;ENTE ACQUE UMBRE TOSCANE;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F84E93000000041
100;F91D22000070002;PROGETTO DI EFFICIENTAMENTO E DIGITALIZZAZIONE DELLE RETI DI DISTRIBUZIONE IDRICA GESTITE DA ACQUA PUBBLICA SABINA SPA;Ambiente / rifiuti / depurazione;LAZIO;RIETI;ANTRODOCO;44324147.0;ACQUA PUBBLICA SABINA S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F91D22000070002
100;B97F11000070001;CENTRO CONVEGNI;Residenziale pubblico / ERS;TOSCANA;FIRENZE;SESTO FIORENTINO;44132000.0;UNIVERSITA' DEGLI STUDI DI FIRENZE;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/B97F11000070001
100;E37H03000230002;STRADA GRANDE COMUNICAZIONE FIRENZE PISA LIVORNO;Infrastrutture / parcheggi;TOSCANA;PISA;CASCINA;44120000.0;AMMINISTRAZIONE PROVINCIALE DI PISA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/E37H03000230002
100;F87H24001520006;DIREZIONE GENERALE MUSEI;Scuole / formazione;LAZIO;ROMA;ROMA;44000000.0;MINISTERO DELLA CULTURA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F87H24001520006
100;F31B23000050001;S.S. 78 AMANDOLA - MOZZANO LAVORI DI ADEGUAMENTO E/O MIGLIORAMENTO TECNICO FUNZIONALE - DALLO SVINCOLO DI MOZZANO SULLA S.S. 4 A INNESTO DELLA S.P. 89;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;ASCOLI PICENO;44000000.0;ANAS S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F31B23000050001
100;F93J04000050002;MIGLIORAMENTO FORESTALE TRAMITE AVVIAMENTO ALL'ALTO FUSTO;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ARCIDOSSO;44000000.0;COMUNITA' MONTANA DEL MONTE AMIATA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F93J04000050002
